ID,Name,Maths,Science,English,Total
S5663,Joann Lyman,15,39,87,141
S5664,Matthew Millay,72,14,3,89
S5665,Jill Medina,58,96,94,248
S5666,Bryan Mitchell,71,35,89,195
S5667,Ena Rivera,39,36,7,82
S5668,Quincy Krueger,4,49,33,86
S5669,Chery Proctor,96,80,41,217
S5670,Robert Pringle,48,22,81,151
S5671,Louis Moralis,67,47,94,208
S5672,Alexander Leary,68,78,43,189
S5673,Charles Cureton,68,30,62,160
S5674,Abraham Lopez,59,80,49,188
S5675,Carmela Crier,57,85,94,236
S5676,Nellie Howard,52,99,26,177
S5677,Rose Gerken,53,17,35,105
S5678,Kerstin Berrios,92,99,50,241
S5679,Sheri Schultz,8,63,60,131
S5680,Laura Naquin,60,22,47,129
S5681,Michael Halford,78,71,64,213
S5682,Phillip Richardson,88,22,68,178
S5683,Lucille Donnelly,9,2,22,33
S5684,Melissa Wiggins,65,87,6,158
S5685,Gloria Massey,3,43,80,126
S5686,Debra Feinstein,42,25,20,87
S5687,Tommie Triana,25,37,97,159
S5688,Pauline Salinas,72,32,54,158
S5689,Janet Champlin,65,52,56,173
S5690,Dion Kelly,92,24,93,209
S5691,Bonita Hill,49,75,35,159
S5692,Cindy Brandenburg,75,4,57,136
S5693,Patrick Olszewski,54,29,76,159
S5694,Brain Romero,3,42,100,145
S5695,Robert Dingee,61,37,73,171
S5696,Ruby Handley,23,62,44,129
S5697,Amy Dixon,93,35,61,189
S5698,Alberta Ashley,0,30,86,116
S5699,James Kida,13,99,17,129
S5700,Gracie Amick,99,15,85,199
S5701,Eric Baker,88,14,68,170
S5702,Mary Montgomery,93,46,85,224
S5703,Moises Davis,85,52,0,137
S5704,Melinda Slaughter,32,20,6,58
S5705,Ana Avila,46,45,46,137
S5706,Brian Addison,46,54,28,128
S5707,James Phillips,83,58,75,216
S5708,Darryl Carrington,78,92,3,173
S5709,Elizabeth Kleinpeter,56,44,73,173
S5710,Marisela Waters,8,79,36,123
S5711,Richard Guerra,59,31,9,99
S5712,Bryan Brown,82,33,85,200
S5713,Timothy Bennett,90,95,1,186
S5714,Luis Lewter,21,50,66,137
S5715,Max Moorehead,22,6,15,43
S5716,John Groys,24,36,47,107
S5717,Myra Malcolm,31,42,49,122
S5718,Man Bennett,35,3,67,105
S5719,Melissa Mcreynolds,26,26,20,72
S5720,Becky Hobbs,24,22,85,131
S5721,Mary Pike,49,42,3,94
S5722,Mamie Berry,41,37,55,133
S5723,Grace Wortham,12,76,27,115
S5724,Mary Joshua,10,63,72,145
S5725,Jennifer Muros,8,84,46,138
S5726,Gregory Grubbs,82,6,59,147
S5727,Henry Ventura,70,38,99,207
S5728,Jenna Bedard,76,93,58,227
S5729,Kenneth Raber,59,15,37,111
S5730,Mara Wilson,9,5,87,101
S5731,Ellen Smallwood,68,33,75,176
S5732,Erin Degroot,82,67,20,169
S5733,Alice Pigeon,51,7,99,157
S5734,Sean Mcclure,38,61,90,189
S5735,Elizabeth Flath,63,3,14,80
S5736,James Wood,3,81,41,125
S5737,Neil Matthews,21,37,9,67
S5738,Ronald Pompey,81,18,97,196
S5739,Shannon Jones,39,79,78,196
S5740,Ivory Balzer,52,8,28,88
S5741,Helen Villasenor,59,92,81,232
S5742,James Mccright,26,7,22,55
S5743,Marilyn Oregel,21,98,9,128
S5744,Stacey Martin,38,4,93,135
S5745,Minh Delao,36,11,12,59
S5746,Dolly Sanders,22,31,43,96
S5747,William Ferrell,99,99,77,275
S5748,Jimmy Dubreuil,11,83,16,110
S5749,Lee Cordeiro,85,37,1,123
S5750,Debbie Trammell,28,98,96,222
S5751,Richard Schmidt,15,96,35,146
S5752,Jaime Mcclure,49,26,6,81
S5753,Gay Nightingale,41,75,13,129
S5754,Leslie Archie,1,20,24,45
S5755,Lucille Sharpe,28,68,31,127
S5756,Kevin Gragg,63,0,69,132
S5757,Eva Bishop,23,65,8,96
S5758,Sue Feldman,53,84,76,213
S5759,Robyn Sanchez,29,84,89,202
S5760,Cynthia Sydnor,81,43,84,208
S5761,Charles Tunnell,87,64,10,161
S5762,Anita Adams,2,34,36,72
S5763,Pauline Donson,23,14,32,69
S5764,Abe Patton,6,66,19,91
S5765,Elva Morales,61,29,95,185
S5766,Sandra Brown,45,28,80,153
S5767,Jan Briggs,23,9,68,100
S5768,Michael Reed,78,53,47,178
S5769,Joseph Fitzpatrick,49,62,31,142
S5770,Jean Ferris,39,22,94,155
S5771,Shawn Allen,14,26,11,51
S5772,James Laboy,19,26,26,71
S5773,Geraldine Fields,20,52,93,165
S5774,Dennis Maloney,44,44,90,178
S5775,Latanya Brousseau,67,87,78,232
S5776,Leo Bridenbaker,34,38,4,76
S5777,Clay Prins,9,19,62,90
S5778,Barbara Thompson,74,87,84,245
S5779,Joseph Lund,6,61,52,119
S5780,Mattie Marcos,29,4,49,82
S5781,Cheryl Sweet,43,73,23,139
S5782,Susan Curb,99,97,92,288
S5783,Charles Davis,45,65,48,158
S5784,Linda Richardson,40,87,75,202
S5785,Matthew King,54,4,68,126
S5786,Shawn Norton,11,59,89,159
S5787,Marla Dobies,67,58,1,126
S5788,Casey Gilstrap,69,2,90,161
S5789,Monica Caldwell,38,66,56,160
S5790,Anna Dagostino,81,32,35,148
S5791,Jessica Eaton,65,39,76,180
S5792,Christine Keller,80,95,29,204
S5793,Kelly Mason,31,93,36,160
S5794,Nora Haro,53,25,46,124
S5795,Robert Nixon,81,92,9,182
S5796,Louise Calligan,91,9,49,149
S5797,Terry Crump,21,14,60,95
S5798,Cheryl Johnson,16,15,70,101
S5799,Gerald Baker,23,53,14,90
S5800,Irene Wimer,17,47,30,94
S5801,Susan Stucker,44,21,10,75
S5802,Bettie Mull,8,29,75,112
S5803,Betty Stickland,56,26,54,136
S5804,James Nadeau,90,53,59,202
S5805,Connie Miller,5,10,92,107
S5806,Melissa Queen,21,6,17,44
S5807,Tina Filippini,19,11,0,30
S5808,William Broussard,90,47,96,233
S5809,Jewel Edge,70,66,48,184
S5810,William Parker,47,50,18,115
S5811,Sandra Webb,85,99,94,278
S5812,Jasmine Johnson,88,85,99,272
S5813,Cheryl Greer,66,9,77,152
S5814,Billy Dotson,70,69,56,195
S5815,Ora Turner,71,100,16,187
S5816,Adell Obrian,4,97,96,197
S5817,Richard Voorhies,54,53,90,197
S5818,Bertha Parker,48,77,13,138
S5819,Eric Claassen,74,57,100,231
S5820,Earnest Klinger,23,91,56,170
S5821,Jacqueline Simpson,74,28,9,111
S5822,John Brooks,1,57,37,95
S5823,Christopher Dahl,11,78,47,136
S5824,Michael Montgomery,56,56,32,144
S5825,Clay Guice,58,87,90,235
S5826,Marvin Souza,5,87,38,130
S5827,Brenda Glass,80,79,100,259
S5828,Joyce Tullar,44,44,19,107
S5829,Brian Keiper,47,11,84,142
S5830,Jimmy Perry,52,24,96,172
S5831,Lois Quince,88,38,2,128
S5832,Lana Villa,87,94,56,237
S5833,Renee James,27,12,98,137
S5834,Edgar Swain,54,57,7,118
S5835,Loren Wilusz,33,10,48,91
S5836,Josephine Robb,31,79,42,152
S5837,Nicholas Hines,42,95,27,164
S5838,Matthew Chilton,84,72,90,246
S5839,Matt Brown,51,49,10,110
S5840,Burl Sorrells,97,2,41,140
S5841,Shawn Bryd,4,73,9,86
S5842,Lee Cathey,13,85,56,154
S5843,Grace Weaver,77,7,76,160
S5844,Sam Davis,46,5,40,91
S5845,Christina Lyons,12,39,20,71
S5846,Irene Broberg,10,25,49,84
S5847,Joseph Byrd,93,77,48,218
S5848,Francisco Martin,59,56,16,131
S5849,Carlos Ross,26,35,57,118
S5850,Kirsten Leininger,60,49,65,174
S5851,Ben Blazek,86,71,96,253
S5852,Bradley Addington,25,39,44,108
S5853,Harley Rhea,75,4,84,163
S5854,Juan Osullivan,11,13,8,32
S5855,Tamara Thornton,76,23,53,152
S5856,Catherine Hoffman,73,94,18,185
S5857,Robert Mendoza,38,62,90,190
S5858,Sylvia Ewing,0,33,52,85
S5859,Richard Ford,48,82,24,154
S5860,Audrey Vaughan,97,90,23,210
S5861,Dennis Murillo,100,94,25,219
S5862,Paul Vargas,20,66,20,106
S5863,Elizabeth Hammon,40,67,90,197
S5864,Angela Stephens,64,81,22,167
S5865,Brian Hedrick,89,100,27,216
S5866,Diane Xayasith,89,27,6,122
S5867,Arthur Grimes,25,26,99,150
S5868,Walter Smith,75,80,90,245
S5869,Martha Renfro,45,7,76,128
S5870,Alice Cheung,78,98,52,228
S5871,Aaron Lundsten,55,91,68,214
S5872,Virginia Harris,67,13,14,94
S5873,Nancy Richmond,86,98,12,196
S5874,Angela Woods,1,86,50,137
S5875,Gavin Alford,26,21,100,147
S5876,Clarence Hunter,3,29,10,42
S5877,Agnes Gonzalez,70,61,15,146
S5878,Kimberly Rubinson,87,74,6,167
S5879,Fidel Bucher,76,65,77,218
S5880,Gerald Brangers,4,68,39,111
S5881,John Davis,52,57,81,190
S5882,Maria Held,22,26,47,95
S5883,Nathan Koontz,27,71,9,107
S5884,Judith Hawkins,82,90,22,194
S5885,Maria Stanley,21,42,32,95
S5886,Shannon Cates,43,46,32,121
S5887,Anne Higgins,34,98,6,138
S5888,Bethany Tubbs,16,50,97,163
S5889,Junior Gonzales,46,9,55,110
S5890,Lawrence Legra,40,21,6,67
S5891,Anna Fink,21,9,59,89
S5892,Lauryn Jacquez,87,47,76,210
S5893,Gary Squines,5,92,12,109
S5894,Kathy Jones,30,58,22,110
S5895,Wendy Shively,83,79,94,256
S5896,Richard Wright,93,36,95,224
S5897,Dwayne Bowens,9,87,63,159
S5898,Albert Smith,9,53,37,99
S5899,Rosanne Hennemann,49,80,38,167
S5900,Pamela Gilmore,64,97,2,163
S5901,Bernice Nemith,16,88,89,193
S5902,Jerry Chee,72,59,100,231
S5903,Kelly Ackerman,47,19,96,162
S5904,William Kolter,32,65,86,183
S5905,Cynthia Willmon,15,50,69,134
S5906,Elisha Bradley,33,55,89,177
S5907,Susan Bergeron,2,69,20,91
S5908,Linda Lott,87,3,23,113
S5909,James Perry,95,27,59,181
S5910,Linda Mason,61,66,6,133
S5911,Pablo Russell,84,2,86,172
S5912,Patsy Settles,46,34,58,138
S5913,Ray Thomas,59,31,71,161
S5914,Gregory Bidwell,63,74,22,159
S5915,Frank Brett,83,82,24,189
S5916,Josephine Minichiello,82,21,96,199
S5917,Linda Verrett,49,57,85,191
S5918,Frank Jepson,40,40,74,154
S5919,Andy Yanez,8,80,14,102
S5920,Anthony Miller,33,47,48,128
S5921,Tony Baker,34,23,37,94
S5922,William Besecker,73,23,8,104
S5923,Edgar White,11,54,8,73
S5924,Irene Jackson,5,73,24,102
S5925,Lauren Jones,32,58,72,162
S5926,Thelma Umphrey,97,98,54,249
S5927,Nichole Mitkowski,22,9,51,82
S5928,James Crumley,82,69,12,163
S5929,Carol Smith,89,100,93,282
S5930,Victor Talmage,88,60,34,182
S5931,Sarah Anderson,87,40,73,200
S5932,Ernest Hall,93,64,79,236
S5933,Linda Nelson,58,60,43,161
S5934,Lydia Painter,46,80,83,209
S5935,Jeffrey Fogg,60,53,92,205
S5936,Candace Bell,59,3,27,89
S5937,David Peterman,55,52,10,117
S5938,Audrey Royston,95,24,55,174
S5939,Francine Norsaganay,73,47,22,142
S5940,Ronald Seigler,28,9,89,126
S5941,Brian Ransom,89,62,66,217
S5942,Amber Robyn,20,76,76,172
S5943,Kenneth Sweet,54,11,14,79
S5944,Morgan Perez,47,58,61,166
S5945,Jerry Lopez,99,64,50,213
S5946,Amy Strange,6,48,4,58
S5947,Angela Perez,16,93,22,131
S5948,Valerie Delarosa,82,93,95,270
S5949,Ramon Alberding,6,52,49,107
S5950,Valerie William,88,4,58,150
S5951,Melvin Cote,62,73,56,191
S5952,Carolyn Mcdonald,58,51,3,112
S5953,Mary Andersen,15,63,38,116
S5954,Christie Campbell,71,41,20,132
S5955,Eric Rader,39,87,27,153
S5956,David Fitzgerald,8,39,76,123
S5957,Dalila Madison,33,14,55,102
S5958,Jennifer Southerland,98,71,33,202
S5959,Tasha Castaneda,66,41,7,114
S5960,Julie Stam,4,9,3,16
S5961,Lena Rudd,99,92,36,227
S5962,Beth Matheny,98,97,41,236
S5963,Rebecca Havenhill,50,4,78,132
S5964,Margaret Dawson,95,36,66,197
S5965,James Crowther,73,49,66,188
S5966,Mary Paul,52,38,20,110
S5967,Mei Bowman,77,54,90,221
S5968,Douglas Shambo,71,39,47,157
S5969,Jose Moore,64,22,57,143
S5970,Joseph Labossiere,66,15,10,91
S5971,Margaret Daniel,26,0,61,87
S5972,Michael Cusano,37,48,45,130
S5973,Marguerite Arredondo,7,91,9,107
S5974,Dennis Pepper,58,7,30,95
S5975,Ruby Bowman,45,96,14,155
S5976,Richard Roach,68,17,46,131
S5977,Zachary Merrill,100,42,57,199
S5978,Steven Cain,99,2,73,174
S5979,Caitlin Tooley,43,28,52,123
S5980,Robert Stewart,40,89,43,172
S5981,Jessica Murphy,34,84,85,203
S5982,Richard Montgomery,3,46,46,95
S5983,Renee Bauer,25,66,47,138
S5984,Amanda Crabtree,50,27,56,133
S5985,Pam Cazares,77,57,64,198
S5986,Scot Mullins,57,25,70,152
S5987,Lois Kramer,18,60,80,158
S5988,Daniel Chism,49,37,50,136
S5989,Beulah Summerville,65,50,19,134
S5990,Letha Wolters,27,81,27,135
S5991,Marilyn Franz,2,27,50,79
S5992,Zackary Stringfellow,75,48,21,144
S5993,Joseph Porter,11,79,88,178
S5994,John Erickson,98,79,49,226
S5995,Tia Brown,9,37,62,108
S5996,Daniel Nguyen,58,67,95,220
S5997,Donald Siu,62,84,98,244
S5998,Linda Sorge,65,0,40,105
S5999,Malik Nesslein,50,43,4,97
S6000,Theresa Berman,61,60,89,210
S6001,James Schooler,1,0,20,21
S6002,Mary Griego,46,16,12,74
S6003,Eva Kimball,62,58,0,120
S6004,David Silva,70,70,8,148
S6005,Lizzie Briggs,39,33,41,113
S6006,Lisa Stewart,8,75,74,157
S6007,Florence Petitjean,31,75,48,154
S6008,Nellie White,43,67,13,123
S6009,Clinton Pitpitan,80,27,82,189
S6010,Rosemary Ward,79,64,60,203
S6011,Clara Pioske,2,51,96,149
S6012,Julietta James,97,28,16,141
S6013,Carolyn Kim,84,65,81,230
S6014,Marisa Mccaslin,45,14,60,119
S6015,Theodora Whitman,78,23,38,139
S6016,Tanya Cvetkovic,8,78,16,102
S6017,Ivory Salzmann,0,67,57,124
S6018,Lana Maggio,27,86,64,177
S6019,Homer Rondon,26,62,98,186
S6020,Steven Lee,46,55,44,145
S6021,Bradley Turney,46,10,77,133
S6022,Yolanda Marin,46,52,37,135
S6023,Alex Cuppernell,52,9,22,83
S6024,Kathleen Norman,97,93,90,280
S6025,Nannie Resner,40,45,41,126
S6026,Jacob Dicus,89,93,86,268
S6027,Jeffrey Hyatt,49,47,67,163
S6028,Darrin Root,16,88,13,117
S6029,Preston Stohlton,51,39,60,150
S6030,Joseph Pickron,18,53,91,162
S6031,Michael Gonzales,64,50,66,180
S6032,Rebecca Jenkins,55,7,61,123
S6033,Ethel Sikorski,62,33,72,167
S6034,William Beckham,63,39,34,136
S6035,Donald Sharley,24,25,37,86
S6036,Kenneth Baeza,8,54,21,83
S6037,Wesley Soto,18,22,19,59
S6038,Peggy Phillips,97,36,84,217
S6039,Laura Watkins,74,24,16,114
S6040,David Clark,84,70,77,231
S6041,Cyril Davis,58,11,77,146
S6042,Brandy Kellem,87,87,87,261
S6043,Louise Shafer,28,44,19,91
S6044,Pamala Malone,7,64,72,143
S6045,Carl Mclean,94,24,30,148
S6046,Robyn Beasley,65,81,42,188
S6047,Julie Easton,57,64,65,186
S6048,Charles Burruss,63,17,89,169
S6049,Marie Parnell,52,99,100,251
S6050,Steven Regan,50,46,72,168
S6051,Stacy Cockrell,66,43,61,170
S6052,Deborah Howard,61,13,14,88
S6053,Ophelia Rodriguez,89,100,29,218
S6054,Kathleen Cintron,20,83,25,128
S6055,Sam Reid,91,50,96,237
S6056,Zenaida Payne,29,72,57,158
S6057,Alma Oday,1,84,67,152
S6058,Nancy Lander,51,42,27,120
S6059,Brandon Beabout,22,42,25,89
S6060,Carolyn Hutchens,44,95,13,152
S6061,Denise Chessman,22,19,69,110
S6062,Gerald Johnson,56,45,39,140
S6063,Daniel Cranford,55,87,31,173
S6064,Wilfredo Stone,68,64,12,144
S6065,Catherine Hern,95,81,62,238
S6066,Joseph Lester,52,37,18,107
S6067,Raymond Wilkison,9,84,6,99
S6068,Rickey Czapla,63,1,59,123
S6069,Jason Fontenot,90,10,90,190
S6070,Jenelle Barton,83,48,85,216
S6071,Lorraine Price,91,78,74,243
S6072,Fred Holsey,10,80,98,188
S6073,Evelyn Weida,98,27,41,166
S6074,Rachel Creighton,65,92,16,173
S6075,Marshall Hankins,75,80,43,198
S6076,Brandi Walker,49,88,17,154
S6077,Andrea Lara,90,5,37,132
S6078,Hazel Darby,12,51,25,88
S6079,Kimberly Evans,9,56,85,150
S6080,Alvin Watkins,69,62,14,145
S6081,Josephine Gray,6,24,49,79
S6082,Brian Velazquez,60,1,11,72
S6083,Karen Bell,31,68,50,149
S6084,John Lopez,42,65,58,165
S6085,Shirley Ryder,96,70,69,235
S6086,Dena Baim,56,56,54,166
S6087,Nicole Bunch,85,78,51,214
S6088,Jerry Smith,47,83,21,151
S6089,Joseph Mcdonald,12,43,30,85
S6090,Robert Alfonso,7,39,1,47
S6091,Jose Wright,96,62,93,251
S6092,Kelly Strickler,51,98,42,191
S6093,Tyrone Najera,85,17,95,197
S6094,Everette Jones,75,89,17,181
S6095,Michael Clare,26,58,75,159
S6096,Jenna Keely,56,34,39,129
S6097,John Tijerina,91,62,88,241
S6098,Kenneth Sittloh,77,84,23,184
S6099,Clara Dwyer,68,34,70,172
S6100,Charles Griffith,46,65,38,149
S6101,Linda Mack,86,18,54,158
S6102,Kathy Greene,21,17,63,101
S6103,Rosetta Browning,89,88,92,269
S6104,Joseph Zellars,65,11,51,127
S6105,Bettie Calicott,8,11,64,83
S6106,Kellie Delay,33,70,38,141
S6107,Danae Merritt,63,47,71,181
S6108,Valerie Thacker,41,80,87,208
S6109,Rachelle Mallia,92,95,52,239
S6110,Jerry Mott,15,69,76,160
S6111,Marjorie Blocker,40,29,25,94
S6112,Matthew Mcmahon,39,69,53,161
S6113,Gladys Pope,17,68,24,109
S6114,Ruthe Burns,43,20,49,112
S6115,Eric Prey,52,89,62,203
S6116,Joseph Williams,6,57,35,98
S6117,James Johnson,14,24,15,53
S6118,Kurt Hardiman,47,52,7,106
S6119,Mary Pimental,74,15,76,165
S6120,Johanne Hurst,86,5,61,152
S6121,Lee Darden,94,25,20,139
S6122,Randall Bigler,3,19,5,27
S6123,Mary Brown,43,18,100,161
S6124,Patricia Dent,40,59,67,166
S6125,Gary Gonzalez,39,25,83,147
S6126,Charles Teague,98,54,43,195
S6127,Brandi Keeney,43,38,96,177
S6128,Bruce Garcia,26,49,3,78
S6129,William Miles,91,63,66,220
S6130,Jonathon Zimmerman,97,84,79,260
S6131,Bertha Morales,7,91,55,153
S6132,Denise Schumann,22,0,8,30
S6133,Calvin Guffey,73,35,12,120
S6134,Karin Baker,6,21,40,67
S6135,Agnes Lynch,55,6,0,61
S6136,Matthew Bailey,33,44,25,102
S6137,Tashia Simpson,35,44,74,153
S6138,Antoinette Bookman,30,65,18,113
S6139,Myrtle Hemphill,13,41,52,106
S6140,Garry Anderson,38,26,85,149
S6141,Grace Boone,96,26,49,171
S6142,Paris Ford,6,36,62,104
S6143,Louise Cook,63,78,68,209
S6144,Kevin Wittwer,48,10,99,157
S6145,Ernestine Wagner,88,5,75,168
S6146,Alex Rodriguez,68,10,36,114
S6147,Richard Rauth,14,98,48,160
S6148,Rachel Owens,49,7,14,70
S6149,Kimberley Keiser,98,59,0,157
S6150,Janet Harrell,82,74,99,255
S6151,Lisa Koeller,58,37,65,160
S6152,Nicole Craiger,76,73,37,186
S6153,Walter Wiseman,41,1,44,86
S6154,Kenneth Robles,36,80,9,125
S6155,Beatrice Crenshaw,61,64,43,168
S6156,Heather Lara,4,60,18,82
S6157,Barbara Knie,13,24,32,69
S6158,Karen Antoniou,28,70,99,197
S6159,Joshua Lykins,47,6,53,106
S6160,James Santacruz,10,38,70,118
S6161,David Gallagher,92,44,43,179
S6162,Robert Davis,69,82,42,193
S6163,Alice Alexis,61,61,38,160
S6164,Kermit Roland,26,34,9,69
S6165,Laura Johnson,49,32,8,89
S6166,Christopher Lilly,17,46,92,155
S6167,Sergio Criswell,68,94,1,163
S6168,Russell Rost,30,19,68,117
S6169,Marlene Johnson,14,2,47,63
S6170,Barbara Metevier,59,26,65,150
S6171,Sharon Logue,58,20,28,106
S6172,Kathleen Jones,32,61,74,167
S6173,Samantha Enriquez,27,8,67,102
S6174,David Galvan,54,49,16,119
S6175,Christopher Carlton,25,69,27,121
S6176,Estelle Radcliffe,86,40,58,184
S6177,Marian Grajeda,72,39,24,135
S6178,Marsha Sampson,46,58,88,192
S6179,Edwin Bivins,56,69,45,170
S6180,Jennifer Bakerville,35,3,83,121
S6181,April Mumford,23,35,88,146
S6182,Connie Fisher,93,54,34,181
S6183,Marjorie Delacruz,94,21,53,168
S6184,Thomas Long,62,17,77,156
S6185,Guadalupe Pilcher,9,63,58,130
S6186,Harry Lawrence,0,20,76,96
S6187,Dion Maas,72,61,78,211
S6188,Paul Cunningham,38,95,22,155
S6189,Howard Schlick,4,53,93,150
S6190,Rebecca Gussler,43,19,72,134
S6191,Carrie Luallen,40,22,49,111
S6192,Jennifer Burgher,90,54,13,157
S6193,Sadie Kidd,57,54,58,169
S6194,Gary Perez,9,56,22,87
S6195,Mark Morris,83,46,27,156
S6196,Mike Skiles,41,23,34,98
S6197,Ashley Spence,13,58,7,78
S6198,Phillip Goodwin,59,62,57,178
S6199,William Williams,96,90,50,236
S6200,Donald Martin,97,53,11,161
S6201,Roger Shyne,9,98,27,134
S6202,Kathy Barron,0,14,99,113
S6203,Mary Dawson,93,87,70,250
S6204,Catherine Kemp,18,26,42,86
S6205,Hazel Dawes,21,88,79,188
S6206,Donald Canelo,14,0,67,81
S6207,Henrietta Hofheimer,90,48,60,198
S6208,Adam Cordell,10,59,46,115
S6209,Matthew Mercer,60,89,0,149
S6210,Donald Maynard,8,13,35,56
S6211,Lillian Stacy,85,78,55,218
S6212,Georgia Whalen,23,47,13,83
S6213,Doris Burrows,94,71,36,201
S6214,Jennifer Smith,47,12,15,74
S6215,Craig Dugas,19,1,47,67
S6216,Wayne Thrash,66,29,14,109
S6217,Dorothy Mathew,88,36,16,140
S6218,Sylvia Milton,86,1,3,90
S6219,Jordan Gomes,67,34,0,101
S6220,Lynn Martinez,87,48,8,143
S6221,Jean Axtell,48,41,13,102
S6222,Joseph Womble,81,89,0,170
S6223,Tracy Chan,71,30,81,182
S6224,Marjorie Cooper,42,22,39,103
S6225,Nicolette Kin,8,80,96,184
S6226,Britni Bowen,41,82,63,186
S6227,Richard Logan,65,42,21,128
S6228,Ethel Coar,0,32,100,132
S6229,Ramona Muniz,44,88,40,172
S6230,Floyd Rogers,22,15,73,110
S6231,Cary Eftekhari,78,43,100,221
S6232,Melvin Kellett,61,54,11,126
S6233,Yvonne Johnson,42,8,8,58
S6234,Kathryn Nadeau,30,85,72,187
S6235,Ophelia Ivory,39,32,57,128
S6236,Russel Orlando,29,63,25,117
S6237,Cleta Fisher,9,73,55,137
S6238,Tiffany Dorn,95,73,55,223
S6239,Curtis Saballos,59,87,22,168
S6240,Misty Billington,23,60,95,178
S6241,Maxine Bergsma,90,58,75,223
S6242,Carolyn Crosby,6,10,12,28
S6243,Bryant Mohan,62,81,89,232
S6244,Crystal Reed,13,10,25,48
S6245,Robert Young,34,50,28,112
S6246,Retha Jones,89,96,53,238
S6247,Cathy Rosi,22,23,50,95
S6248,Betty Kilgallon,44,26,36,106
S6249,Rodney Sumrall,83,70,99,252
S6250,Kelly Mccown,94,57,76,227
S6251,Regina Aldrich,34,97,69,200
S6252,Joel Eastwood,16,58,35,109
S6253,Tammy Dicken,80,63,45,188
S6254,Sean Phillips,12,68,25,105
S6255,Florence Cleghorn,83,31,51,165
S6256,Ana Imler,68,63,19,150
S6257,Earl Clarke,77,45,33,155
S6258,Alex Mcdonald,98,52,5,155
S6259,Sarah Hubbard,60,0,76,136
S6260,Heidi Mestas,10,58,28,96
S6261,Carrie Ziglar,69,21,4,94
S6262,Eric Smith,64,65,0,129
S6263,Judy Robins,93,37,44,174
S6264,Philip Hogan,27,56,68,151
S6265,Steven Douglas,29,50,80,159
S6266,Phyllis Hibbs,61,72,100,233
S6267,Margaret Asbell,15,24,94,133
S6268,Richard Velazquez,43,91,83,217
S6269,Richard Harrison,81,5,36,122
S6270,William Evans,48,89,69,206
S6271,Donald James,10,53,71,134
S6272,Francisco Cardinale,38,97,64,199
S6273,Ruben Mullen,76,83,16,175
S6274,Wayne Smith,43,77,73,193
S6275,Don Noel,26,5,75,106
S6276,Annie Holstein,3,84,31,118
S6277,Armando Frazier,35,35,77,147
S6278,Annette Pegg,27,65,58,150
S6279,Charles Burns,83,52,100,235
S6280,Nathan Holben,83,71,90,244
S6281,Gloria Popp,2,71,26,99
S6282,Dianna Fishback,83,20,80,183
S6283,Irma Alfonso,9,100,48,157
S6284,Susan Mcqueen,5,100,58,163
S6285,Gerald Wyant,3,88,37,128
S6286,Linda Slocum,56,28,39,123
S6287,Naoma Child,46,8,58,112
S6288,Ricky Weyrick,65,47,18,130
S6289,Brian Kaplan,74,69,41,184
S6290,Jessie Young,24,61,67,152
S6291,Richard Perdue,39,87,52,178
S6292,Andrew Thompson,93,31,51,175
S6293,Edward Kappel,49,45,82,176
S6294,Brenda Lamm,63,83,33,179
S6295,Greg Leonard,79,0,83,162
S6296,Michelle Fender,70,63,63,196
S6297,Kate Crist,92,54,82,228
S6298,Leonard Bryant,46,4,47,97
S6299,Christina Azure,8,28,27,63
S6300,Maggie Mitchell,92,12,3,107
S6301,Wesley Giordano,25,19,41,85
S6302,Dennis Francis,93,2,12,107
S6303,Irene Mcentee,97,19,22,138
S6304,John Aponte,95,5,14,114
S6305,Patricia Goessl,7,36,82,125
S6306,Alan Nelson,13,41,99,153
S6307,Lynn Potter,59,66,3,128
S6308,June Goff,15,43,31,89
S6309,Joyce Kugler,89,38,37,164
S6310,Ricky Klassen,56,77,84,217
S6311,Daniel Ewing,54,28,59,141
S6312,Julie Miller,37,38,36,111
S6313,Donald Childers,23,81,24,128
S6314,Jan Street,51,98,96,245
S6315,Mary Elliott,78,80,20,178
S6316,Carol Rodriguez,5,83,86,174
S6317,Mary Britton,27,49,13,89
S6318,James Matthews,16,38,11,65
S6319,James Owens,62,81,70,213
S6320,Albert Collier,58,94,14,166
S6321,James Malave,38,84,69,191
S6322,Edward Wright,71,82,43,196
S6323,May Joachim,68,82,51,201
S6324,Jerry Berhe,48,32,47,127
S6325,David Williams,76,31,29,136
S6326,Shannon Taylor,94,88,94,276
S6327,Mary White,99,10,30,139
S6328,Cecilia Drain,41,83,73,197
S6329,Mark Gargano,100,72,39,211
S6330,Jose Buckley,57,4,59,120
S6331,Hollis Bell,26,18,42,86
S6332,Dorthy Castillo,75,100,1,176
S6333,Robert Jarman,36,28,64,128
S6334,Clementine Tamborlane,66,46,25,137
S6335,Ella Atchity,1,3,83,87
S6336,Edward Davis,85,39,40,164
S6337,Nancy Bankston,85,85,81,251
S6338,Opal Johnson,6,94,35,135
S6339,Alison Mitchell,62,36,10,108
S6340,Krystal Bird,93,77,64,234
S6341,Linda Rens,53,64,40,157
S6342,Edward Burnett,96,53,79,228
S6343,Brenda Garcia,45,37,44,126
S6344,Gilbert Luna,20,35,15,70
S6345,Emmett Hamilton,90,65,30,185
S6346,Irene Rubio,98,18,59,175
S6347,August Stallings,8,50,80,138
